lookback_1,label,duration,file,position
2597,2085,1/12,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",89
2085,4,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",90
4,18432,1/12,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",91
18432,2048,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",92
2048,2080,1/3,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",93
2080,17,1/3,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",94
17,17,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",95
17,18432,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",96
18432,17,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",97
17,4608,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",98
4608,17,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",99
17,2176,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",100
2176,71808,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",101
71808,4672,1/12,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",102
4672,576,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",103
576,17,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",104
17,128,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",105
128,17,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",106
17,262656,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",107
262656,332288,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",108
332288,576,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",109
576,70208,1/12,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",110
70208,17,1/6,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",111
17,18432,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",112
18432,18432,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",113
18432,4608,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",114
4608,18432,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",115
18432,4,1/12,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",116
4,2176,1/3,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",117
2176,18432,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",118
18432,576,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",119
576,19008,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",120
19008,144,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",121
144,18576,1/12,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",122
18576,18432,1/6,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",123
18432,64,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",124
64,18496,1/12,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",125
18496,18432,1/6,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",126
18432,65664,1/3,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",127
65664,18432,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",128
18432,144,1/3,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",129
144,18432,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",130
18432,4608,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",131
4608,4608,1/12,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",132
4608,4608,1/6,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",133
4608,6272,1/12,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",134
6272,2176,1/6,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",135
2176,4608,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",136
4608,4672,1/12,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",137
4672,576,1/6,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",138
576,4608,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",139
4608,144,1/3,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",140
144,4608,1/3,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",141
4608,68,1/3,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",142
68,4676,1/6,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",143
4676,4608,1/12,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",144
4608,4624,1/12,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",145
4624,16,1/6,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",146
16,4608,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",147
4608,16448,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",148
16448,21056,1/12,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",149
21056,4608,1/6,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",150
4608,65,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",151
65,577,1/12,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",152
577,4608,1/6,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",153
4608,4224,1/3,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",154
4224,4100,1/12,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",155
4100,4,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",156
4,2052,1/6,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",157
2052,2048,1/6,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",158
2048,512,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",159
512,2688,1/12,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",160
2688,2176,1/3,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",161
2176,18560,1/12,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",162
18560,4,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",163
4,2048,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",164
2048,2080,1/12,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",165
2080,32,1/6,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",166
32,196736,1/12,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",167
196736,65664,1/6,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",168
65664,65664,1/12,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",169
65664,128,1/6,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",170
128,4224,1/12,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",171
4224,1,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",172
1,2048,1/3,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",173
2048,4224,1/3,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",174
4224,4224,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",175
4224,69760,1/12,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",176
69760,16,1/6,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",177
16,1,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",178
1,4224,1/12,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",179
4224,128,5/12,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",180
128,4,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",181
4,32,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",182
32,16,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",183
16,131200,1/3,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",184
131200,16512,1/3,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",185
16512,18432,1/6,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",186
18432,2048,1/6,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",187
2048,2080,1/6,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",188
2080,32,1/12,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",189
32,196736,1/12,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",190
196736,65664,1/6,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",191
65664,128,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",192
128,1,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",193
1,1,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",194
1,2048,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",195
2048,6272,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",196
6272,128,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",197
128,16,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",198
16,1,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",199
1,64,1/3,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",200
64,32832,1/6,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",201
32832,8,1/12,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",202
8,4,1/3,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",203
4,1,1/3,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",204
1,576,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",205
576,33344,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",206
33344,4,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",207
4,5,1/12,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",208
5,1,1/6,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",209
1,4160,1/12,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",210
4160,4160,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",211
4160,36928,1/3,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",212
36928,4,1/3,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",213
4,1,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",214
1,4672,1/12,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",215
4672,576,1/3,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",216
576,33344,1/12,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",217
33344,12,1/6,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",218
12,4,1/3,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",219
4,1,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",220
1,4160,1/12,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",221
4160,64,1/6,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",222
64,32832,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",223
32832,49216,1/12,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",224
49216,16448,1/12,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",225
16448,4,1/6,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",226
4,1,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",227
1,9,0.25,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",228
9,8,1/3,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",229
8,12,1/3,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",230
12,9,1/12,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",231
9,1,1/6,"Bach, Carl Philipp Emanuel, Solfeggio in A major, H.222, DZ9SFyeV1Dk.mid",232
